X,0,-2,-2,-1,0,3,-4,-3
X,0,0,1,1,0,-1,9,10
X,-1,0,-2,-3,-2,-2,-2,-1
X,2,4,7,1,2,3,-1,-6
X,-1,1,3,2,-1,-1,1,2
X,5,6,7,1,0,-2,-1,2
X,-1,-2,-1,0,-2,-1,-1,-1
X,1,2,5,5,0,-4,8,1
X,-1,-4,-1,1,0,-4,-9,-9
X,-2,-1,-3,2,1,0,-2,1
X,0,1,-4,-8,-3,1,2,6
X,2,1,3,0,-2,-1,2,-2
X,-1,1,-3,-1,1,-2,-1,-2
X,0,0,-4,-5,-2,-2,-6,-4
X,0,-4,-1,3,0,-1,1,-1
X,4,-3,-3,-1,0,1,-3,-10
X,0,0,-10,2,-2,-1,2,3
X,0,-1,6,-5,-4,1,-3,4
X,0,-2,3,3,0,-2,0,-2
X,-4,-4,-7,-3,1,-1,-4,-6
X,1,3,3,-2,1,2,3,2
X,1,0,4,1,-4,-3,2,0
X,-4,-2,-4,-2,-1,-1,-7,-14
X,-1,0,2,-3,-1,2,0,-5
X,0,-6,4,-1,1,1,2,4
X,2,-2,-1,1,0,-2,1,0
X,0,1,3,5,-3,-2,-3,0
X,-1,1,5,-2,-1,-4,-4,-1
X,-4,1,-1,1,2,-2,-7,-1
X,1,-1,-2,-1,2,0,9,3
X,-1,0,-4,-6,2,3,-3,-3
X,-2,1,0,-1,-2,0,2,3
X,-5,-1,1,3,1,0,-4,-8
X,2,1,3,-1,-2,3,1,4
X,1,-1,-4,1,-2,-1,-7,-7
X,-1,0,2,-2,-1,-2,3,3
X,-2,-1,4,-2,0,-2,-3,-5
X,0,1,8,-4,-3,-1,-4,-16
X,0,-1,0,3,0,1,-1,-1
X,5,-3,4,2,0,2,10,14
X,-3,-4,-12,-8,-3,-4,-5,-2
X,-3,-6,1,-4,-1,2,7,0
X,1,1,7,6,-1,0,9,6
X,-1,5,9,0,1,-1,-9,-9
X,0,0,3,-1,-2,-3,-4,0
X,-1,0,-3,-2,-1,0,3,-2
X,0,1,5,-2,2,-1,4,3
X,-2,1,2,-4,-1,-2,-6,-7
X,-2,0,-13,-1,-3,-3,-16,-13
X,-1,-2,0,-6,-1,-2,0,3
X,-1,-1,3,-2,-2,3,24,25
X,-3,1,7,10,-1,0,3,14
X,0,-2,2,0,0,1,-1,6
X,1,4,4,1,1,1,5,26
X,2,-6,-12,-1,6,4,1,-1
X,4,1,4,-5,1,-1,-2,6
X,14,1,1,-7,-4,0,0,-3
X,-9,-3,2,4,-3,-1,-2,-12
X,0,1,8,7,-1,-2,14,9
X,2,-1,2,4,-3,-4,-2,-3
X,4,0,-1,1,-1,0,6,5
X,3,2,-3,-5,-2,-5,-4,-2
X,-6,-4,-1,2,-2,-1,-4,-4
X,0,-2,-21,-6,0,1,8,8
X,-1,-1,10,3,0,1,5,1
X,-2,-1,3,0,-1,3,5,4
X,1,1,-12,-11,-2,3,6,1
X,-5,-1,-1,0,-2,-3,3,-2
X,0,-1,3,1,0,-1,-1,1
X,2,1,-4,-2,0,3,1,8
X,0,-2,4,11,-2,-3,-3,3
X,2,0,-1,-1,2,-2,-28,-22
X,-1,-3,-12,-3,-2,-4,-2,2
X,-5,0,2,-3,-2,1,-7,-6
X,-1,4,1,-3,2,-1,-8,3
X,-3,-4,5,-1,0,-1,7,-6
X,1,1,-1,-11,-3,1,1,-1
