X,-3,-8,-7,0,-5,-3,-11,-9
X,-1,-1,1,-6,-7,-8,2,-3
X,0,-7,9,-12,-9,-2,-15,1
X,0,0,4,-23,14,8,14,-8
X,0,0,14,10,2,2,1,-6
X,0,-1,3,23,0,2,1,-1
X,-1,-2,4,11,-8,0,3,-2
X,-1,1,1,4,5,4,-4,-3
X,2,3,11,48,6,0,-1,2
X,-3,0,-5,1,-15,-5,-8,-10
X,1,-1,-2,-43,0,1,2,-3
X,1,-2,-16,5,-6,-4,0,-5
X,-1,2,1,3,0,-5,5,4
X,-2,-7,9,-20,-1,2,-1,2
X,-1,0,3,24,8,4,-9,1
X,-2,-6,-13,3,2,-4,3,-7
X,0,2,0,-44,-4,1,-15,2
X,-5,-9,-26,9,-1,-5,-3,-4
X,1,-8,8,12,1,2,0,7
X,-2,2,7,-5,-7,-1,-28,-14
X,2,1,-7,-8,-4,3,18,0
X,-1,3,2,2,3,3,-4,-5
X,2,0,-8,17,6,6,9,5
X,-3,0,1,-5,-6,-4,-5,-3
X,2,2,13,4,6,5,-1,7
X,1,1,16,10,-7,0,1,-3
X,-1,1,12,11,-2,-2,-9,-2
X,-1,0,0,-2,-3,-3,-2,-5
X,-2,-3,-7,4,-4,-1,2,-3
X,0,5,-2,9,-7,-3,-10,4
X,-1,-2,-10,-55,-13,-7,1,4
X,-1,0,-7,-22,-4,-4,-4,-3
X,1,7,-3,19,-3,-5,10,2
X,0,0,21,7,-10,-3,1,0
X,-1,4,5,7,-4,0,-2,4
X,0,-1,0,5,-6,0,-15,-4
X,0,-2,-16,-33,5,3,-3,-7
X,-3,0,3,13,-8,-1,4,1
X,-1,-4,8,13,-2,-1,-1,-1
X,-2,-5,-25,0,-2,5,0,-13
X,-1,-3,5,7,5,0,-4,-2
X,-1,-1,3,-12,-13,-7,-5,5
X,0,3,6,0,-4,-2,-12,2
X,-4,1,-6,2,3,-4,-13,-13
X,-2,-4,0,-1,-2,2,3,5
