X,2,-1,1,1,0,0,-1,-11
X,0,1,0,-4,-4,2,1,5
X,-1,3,-2,1,1,2,0,2
X,3,-1,0,-2,3,-1,0,-2
X,0,-1,-2,-3,3,0,-2,4
X,-4,-1,0,-2,-1,-3,0,-3
X,-1,-2,0,-1,1,0,2,6
X,-11,-3,-3,2,4,0,0,1
X,3,1,2,-2,-1,3,1,5
X,-4,-5,0,-1,0,0,0,-4
X,0,-2,-4,-2,-1,-4,-5,9
X,5,3,0,-2,-3,2,3,1
X,-1,0,3,0,5,2,-3,3
X,-6,-3,0,2,0,-1,2,0
X,-2,2,0,-2,-5,0,-1,7
X,0,-2,1,-2,1,-2,-4,-1
X,6,2,-2,-1,3,0,3,0
X,-1,-2,-1,2,0,-4,-4,-4
X,2,2,2,1,2,1,-5,-7
X,2,-1,3,1,1,1,2,12
X,7,4,-1,-3,3,5,6,1
X,-1,-1,2,1,-2,3,0,0
X,0,1,1,-1,-2,-6,-3,1
X,3,-2,-2,-7,-6,1,3,8
X,-6,-2,0,0,-2,-1,-1,-6
X,0,-1,1,1,2,1,2,-2
X,-5,-3,-1,0,-3,-1,0,3
X,4,0,0,-4,2,-1,1,-4
X,1,2,0,-2,-3,0,-1,5
X,-13,-5,-1,3,1,-3,-3,4
X,-11,-2,1,-1,-3,-1,3,-5
X,-5,-3,-1,-2,4,2,2,2
X,-5,-4,0,8,2,1,-4,-10
X,-2,0,-2,-2,-3,-2,-3,10
X,-7,-1,-2,-2,-6,-2,0,-2
X,-3,-3,0,4,-4,-1,-9,-9
X,-13,-2,0,-3,-5,-2,3,2
X,-3,-1,0,-2,-3,2,1,21
X,-5,-3,-1,0,-1,-1,2,-1
X,-1,-3,-1,-2,2,-1,-2,-4
X,4,3,0,1,-1,1,-1,1
X,-3,-2,1,-1,1,-2,2,4
X,3,1,-1,1,1,0,-1,1
X,1,0,0,-3,-1,-1,1,2
X,-2,-3,1,-1,1,-2,0,11
X,-5,-2,1,4,-1,1,-8,-5
X,3,2,0,5,9,6,-2,-12
X,-10,-3,-1,-3,-4,0,0,1
X,-3,-2,-1,-2,-1,-2,-3,-13
X,-2,-2,-2,0,-3,1,-1,-2
X,-2,1,-1,-2,1,-2,-5,1
X,-2,-2,0,3,-1,0,-5,-4
X,-13,-4,0,-2,-2,0,1,-2
X,3,1,-1,-1,3,-3,-1,1
X,-4,0,-1,-2,2,-1,1,-1
X,-4,-2,2,0,-3,-1,-4,0
X,-10,-2,0,-2,-1,2,4,9
X,0,1,-1,0,-1,0,0,3
X,-10,-3,-2,0,0,1,1,1
X,5,-1,-3,-3,-4,-5,-1,-3
X,0,0,1,0,2,0,3,1
X,-2,-2,-1,1,0,1,-1,0
X,-5,-3,-1,-2,-1,-1,1,-5
X,-6,-3,-1,-1,0,0,-2,8
X,2,1,-3,-3,1,-2,-1,-6
X,1,-1,0,-3,-6,1,2,6
X,-2,1,3,0,-3,2,5,-1
X,2,-3,-1,3,3,1,2,4
X,5,2,-1,-2,3,4,5,13
X,1,-3,-1,-2,0,-2,-4,3
X,4,0,-2,-4,-3,-2,-1,0
X,-7,-1,1,2,3,-2,-2,-5
X,6,4,2,-1,1,0,1,6
X,12,0,2,1,-2,-2,-4,1
X,-1,1,0,-1,-6,-3,-1,4
X,2,-1,-4,-1,1,-1,0,-3
X,-8,-2,2,-2,-2,-5,-5,-7
X,5,1,-2,-3,-3,-3,5,-3
X,-1,-1,1,0,1,-3,1,-1
X,-6,-3,-4,3,2,3,-1,1
X,2,-2,-2,0,-3,-4,-1,-23
