X,3,2,-2,-16,-6,-6,0,0,
X,2,-3,-6,-30,-9,-5,-9,-9,
X,-3,-3,4,6,0,-3,-1,0,
X,4,-4,-26,-25,-7,-3,-9,-9,
X,5,-4,-21,10,1,-2,-6,-7,
X,-1,1,5,22,4,-1,0,1,
X,1,-2,1,6,0,1,5,0,
X,-6,-5,-17,-25,-4,-1,1,-2,
X,4,1,-1,-9,0,1,4,5,
X,3,2,1,-10,1,-1,1,0,
X,17,2,-21,-7,-3,-1,-1,-2,
X,-2,0,-5,-4,-2,-1,0,0,
X,-3,2,14,23,2,1,-1,-1,
X,2,3,14,24,2,-2,-1,-1,
X,-5,-1,-4,13,-2,-1,2,3,
X,1,-1,10,35,7,8,-3,-4,
X,-3,-3,-11,8,0,0,1,2,
X,4,-3,-8,18,3,3,3,6,
X,-8,0,-8,-27,-5,-2,0,0,
X,4,2,1,-14,-1,1,0,-2,
X,0,2,6,14,2,1,1,0,
X,2,-3,-3,8,0,0,3,3,
X,0,-1,7,17,3,0,2,-2,
X,3,-2,1,34,4,3,-1,-3,
X,-5,-1,3,-19,-5,-4,-1,7,
X,4,3,8,10,-1,-2,1,4,
X,-7,-4,-11,-33,-8,-4,-1,-4,
X,1,0,-4,6,0,-2,1,0,
X,-2,-1,12,19,2,1,1,5,
X,-15,-5,-57,-12,-5,-1,-2,-2,
X,-3,-4,-4,-8,0,-1,1,0,
X,-2,-1,2,-3,-1,-3,1,4,
X,1,0,-1,22,3,2,-1,-4,
X,5,-1,-9,-10,-2,-2,2,-2,
X,3,1,-5,-3,-2,-1,-1,2,
X,-1,1,7,11,-1,-1,-2,1,
X,4,2,-25,-79,-16,-10,-1,-1,
X,-6,-4,2,21,6,3,1,-9,
X,1,-6,4,-3,-2,0,-15,-15,
X,0,1,11,25,4,1,5,10,
X,0,-3,-6,-16,0,1,-6,-3,
X,-2,3,26,18,4,6,5,3,
X,0,-3,-16,3,-1,1,0,1,
X,-1,0,-3,-11,1,0,-2,-2,
X,0,0,8,28,6,0,-2,1,
