X,-1,3,2,-1,2,0,0,0
X,-5,-3,-1,2,-2,-3,-5,0
X,-3,0,-1,0,-1,-3,-1,1
X,-1,-1,5,-4,-3,-2,1,1
X,-1,-3,1,0,0,2,0,-4
X,0,-1,1,1,0,1,0,-5
X,-1,-1,-1,-1,0,2,0,-2
X,0,1,8,8,2,-1,0,3
X,-1,-1,-4,-3,-5,-4,-1,1
X,0,-3,-5,-7,-5,-2,-2,-6
X,-2,0,-3,0,0,0,2,-3
X,1,0,4,7,4,2,0,1
X,-6,-1,1,2,0,-1,-3,-6
X,1,-1,-1,0,3,0,-3,-4
X,-2,0,-1,1,-1,-2,-2,-2
X,1,-2,2,2,2,-5,-6,-3
X,-5,0,-6,-4,-3,-1,4,-4
X,2,-1,2,1,-2,0,5,4
X,1,0,0,0,1,-1,-1,-3
X,-3,-2,-1,2,0,-1,1,-5
X,-2,-2,2,3,-5,-5,-6,1
X,1,2,0,3,0,1,0,3
X,-1,1,4,4,-2,1,-3,-2
X,1,-3,-4,-1,5,2,3,1
X,-1,1,-1,-3,-3,-1,3,1
X,1,0,-5,-3,1,1,5,11
X,-4,0,3,7,-4,-1,2,-3
X,2,2,5,1,-4,-5,1,-3
X,1,1,-1,-5,-6,-3,6,1
X,-3,-3,-4,-16,-1,-2,2,1
X,0,0,-3,-4,3,2,2,1
X,2,-1,0,1,-2,-5,-8,-5
X,3,0,-2,0,3,2,-2,1
X,-4,-3,-1,0,-4,-3,1,-4
X,0,0,0,2,-3,-2,2,5
X,0,1,3,3,3,-1,-1,2
X,-4,-3,-1,0,-1,-4,-1,1
X,-1,0,-3,-8,-6,-1,0,0
X,-1,1,0,6,3,1,-5,-8
X,-3,-1,-5,-1,-4,-2,-5,2
X,1,1,3,3,1,-3,1,-4
X,1,0,4,5,0,-3,0,1
X,3,0,0,1,1,1,6,0
X,-3,-2,-4,-5,1,5,4,2
X,-1,-1,-3,-2,-1,-1,-5,1
X,-4,-6,1,-3,-3,-7,-8,-3
X,1,3,3,-1,0,1,-7,-5
X,-1,1,1,3,1,1,-1,-1
X,-1,-2,-8,-9,-1,0,-5,6
X,-3,-1,-4,0,-1,0,0,0
