X,-1,2,-6,-6,0,-2,0,-3
X,1,-2,0,2,3,1,1,2
X,-1,-2,-2,0,-2,-2,-3,-5
X,-1,-4,3,-2,3,1,-8,0
X,-4,-14,-2,-1,-5,-2,0,-3
X,-2,-13,-6,-2,-3,0,-9,-5
X,4,8,5,2,0,0,3,0
X,0,2,-2,-1,-2,0,-5,0
X,-3,-3,0,3,5,-1,3,-5
X,-2,10,-1,0,0,-1,1,-4
X,0,-2,4,1,6,6,4,3
X,-1,-1,3,3,-3,2,2,-2
X,-1,0,4,5,-1,1,5,2
X,1,-6,0,-1,3,2,7,4
X,-3,-3,-4,-1,0,-1,1,0
X,0,13,0,-1,-5,-4,1,0
X,2,6,-3,-2,2,2,3,-4
X,1,-3,1,2,2,-2,0,6
X,-1,3,-6,-5,0,-3,3,0
X,0,6,5,7,0,-1,-3,1
X,0,-10,-2,1,-1,-1,-4,-2
X,0,3,0,-1,-5,-1,2,-3
X,0,-6,-5,-4,2,-1,-2,-1
X,-1,2,1,-2,-4,-4,4,-2
X,1,1,0,-1,-2,-2,-3,-1
X,0,-4,2,0,0,1,-4,1
X,4,4,0,3,4,3,1,1
X,-2,-8,-1,-1,-1,-1,0,-4
X,0,-8,-5,-2,0,1,-6,0
X,-1,-9,-5,-4,-6,-1,5,-1
X,2,6,-2,0,5,3,-2,2
X,-2,-2,2,2,1,1,-1,4
X,0,-1,-1,-3,-4,-3,5,4
X,0,-1,-1,0,-2,2,3,0
X,-4,-16,-1,1,-2,-1,4,-2
X,3,6,1,0,5,0,-2,0
X,-1,-11,-1,-2,0,1,-2,-3
X,0,10,1,-1,-4,-2,0,-3
X,0,3,-6,-5,-6,0,1,-2
X,-3,-2,3,5,8,4,6,4
X,-4,-1,2,1,-3,0,2,3
X,2,2,-2,-2,-4,-4,0,-3
