X,2,12,-1,1,1,-4,0,-1
X,1,4,0,0,-1,-2,-1,0
X,1,-13,-1,-2,-2,-2,1,0
X,-2,-4,-2,-2,-2,2,-1,-2
X,3,-9,-2,0,-1,-1,0,0
X,-2,-22,-1,-2,2,-3,-4,-2
X,3,19,1,-1,4,2,0,2
X,2,4,-1,0,-2,-1,-2,-3
X,0,-13,0,0,5,1,1,-1
X,3,12,1,3,1,1,1,2
X,1,4,-3,-6,-2,-2,-2,0
X,-2,8,-1,-3,-1,-2,-1,0
X,-4,-31,-1,2,0,-1,-2,-4
X,-1,6,-1,-3,0,-3,-2,-4
X,-1,-6,0,0,2,3,1,1
X,4,16,-1,1,-2,0,1,2
X,0,6,0,0,-1,-4,-2,2
X,-4,-3,-1,1,2,4,1,-3
X,-1,-1,-3,-2,-5,-3,-1,0
X,-2,-5,-1,-3,-1,-2,-5,-3
X,3,13,3,0,-4,1,-1,-1
X,3,8,0,-2,-1,-4,-4,-1
X,-1,14,2,2,0,0,2,-1
X,-1,-4,0,-1,1,1,0,-3
X,-1,-4,-1,0,-2,-4,-1,-3
X,2,15,1,-4,1,1,0,-1
X,-5,-15,-1,2,0,-1,-3,-1
X,0,-3,-1,3,7,6,3,2
X,2,17,-1,6,-4,-1,0,-1
X,1,21,0,-1,-5,-6,-3,-1
X,-4,-1,-2,-1,4,4,2,1
