X,-3,-9,-18,-9,-3,-4,-1,2,
X,-1,-6,-12,-2,-3,-1,-2,-2,
X,3,2,-5,-6,0,-2,-1,-2,
X,3,4,18,3,3,2,0,2,
X,-4,-4,-4,0,-3,-2,-2,0,
X,0,-5,-24,-9,-3,-2,1,1,
X,-1,1,-1,1,1,-1,-1,0,
X,0,-1,1,5,1,-4,0,-1,
X,0,-2,-6,0,1,-3,-2,-3,
X,4,-2,-5,-4,-2,2,-1,0,
X,-1,1,3,-1,-1,3,-2,0,
X,-3,-2,5,2,-1,2,-1,-1,
X,-4,0,5,1,0,0,-1,-3,
