X,-1,0,8,8,0,1,-1,-1,
X,2,4,9,7,-3,-5,-2,1,
X,0,-8,-47,-14,-4,1,-2,0,
X,11,-3,3,3,0,0,0,2,
X,-1,0,-6,-5,-4,-3,-2,-1,
X,-1,3,14,3,-2,-1,0,1,
X,-6,-1,6,1,0,0,0,-2,
X,0,1,27,5,0,4,0,1,
X,-4,-4,-9,-1,-1,-1,0,-1,
X,6,5,2,1,-2,-1,1,-8,
X,2,6,9,-5,-2,-1,-3,3,
X,4,0,-10,-1,1,-1,-1,0,
X,0,-6,-4,1,-1,0,-2,-2,
X,1,-1,-10,-4,-1,0,0,-2,
X,-4,4,8,8,2,0,0,0,
X,-3,-1,-3,1,0,-3,-2,-2,
X,1,3,10,3,1,1,1,1,
X,7,-1,-11,-3,-1,-1,2,-1,
X,3,5,15,6,1,-2,-1,0,
X,-4,0,4,5,4,2,1,1,
X,-7,-6,-2,1,3,1,-1,0,
X,2,-7,-15,-3,-3,-1,-1,0,
X,4,0,-4,1,0,0,0,2,
X,-1,-3,24,1,0,-1,-1,-6,
X,0,3,5,-1,1,1,-1,-2,
X,0,0,-2,-3,-1,-1,-1,-1,
X,-2,-5,-6,-3,-1,0,-2,-9,
X,1,-1,-9,-9,1,-1,0,2,
X,2,1,12,-6,0,-4,-2,0,
X,5,5,5,4,0,2,-1,-1,
X,-3,1,2,-4,-2,-2,1,1,
X,3,-1,-2,1,0,2,1,2,
X,0,4,5,0,-2,0,0,0,
X,1,-1,8,0,-1,0,-1,-4,
X,-2,1,-13,0,3,2,1,0,
X,4,-1,-15,-10,-4,-6,-2,-1,
X,3,0,18,2,-1,-2,-1,1,
X,0,6,9,3,4,3,3,2,
X,-17,-5,-3,3,2,0,0,-2,
X,3,1,13,-2,-2,-1,-2,-2,
X,8,3,-5,3,-2,-2,-2,-2,
X,0,2,-12,-6,0,-4,-3,0,
X,0,-4,2,2,1,-2,-2,1,
X,-1,-1,0,9,1,0,0,0,
X,2,-6,-16,-14,0,1,1,0,
X,-11,-1,-17,-10,-2,-2,-1,0,
X,-4,-9,-21,-6,-4,-6,0,-3,
X,-1,3,10,3,2,0,-3,0,
X,1,5,17,7,0,-1,2,0,
X,2,1,-3,-3,2,1,0,-1,
X,-2,-4,-13,-5,-1,-1,-3,0,
X,1,0,9,2,3,1,0,3,
X,-2,-2,-3,1,-1,2,1,-1,
X,-3,-9,-15,-6,-6,-6,-1,-1,
X,-3,-3,-4,2,-1,-1,1,-2,
X,4,-1,-10,-2,-3,-2,-3,3,
X,-2,-12,-46,-15,-4,-3,-1,-3,
X,-6,6,0,2,1,-3,1,-1,
X,-1,-2,-13,-8,-1,-3,0,-1,
X,3,-1,3,-3,-4,-2,-1,0,
X,2,-5,9,0,-3,-1,-1,1,
X,2,3,8,0,2,-2,-3,-2,
X,-7,-1,-3,-6,1,-1,1,-1,
X,1,-11,-6,0,-3,0,0,1,
X,-4,-2,6,-1,-2,1,-1,-1,
X,-1,-7,-17,-7,-5,-5,-3,-3,
X,5,2,-31,-3,-2,-2,-3,-2,
X,7,0,4,3,1,1,-2,0,
X,-19,6,22,5,-2,-3,-2,-3,
X,5,4,9,2,1,-2,0,1,
X,0,1,4,-4,1,0,-1,1,
X,0,-4,-1,-6,-2,-2,0,-1,
X,-3,0,-18,0,2,2,2,0,
X,2,-3,0,-5,0,-2,-2,-1,
X,5,-7,-9,-6,-2,-2,-1,-1,
X,2,26,-15,-5,-3,0,0,0,
X,6,-9,2,-1,-4,-5,0,2,
X,-3,-2,28,0,1,0,-4,-1,
X,-7,-2,-12,-9,-3,-2,-1,0,
X,-3,-2,3,5,0,-1,1,-1,
X,2,3,13,-2,1,1,0,2,
X,-7,-2,10,-1,1,0,0,-1,
X,3,-1,6,-1,-5,-3,-1,-1,
X,0,1,9,7,4,2,1,-1,
X,-1,-5,1,-1,-3,-2,-1,0,
X,3,-8,-1,-10,-4,-3,0,-1,
X,-1,-2,-8,0,-2,1,-1,0,
X,-1,3,12,4,1,-1,-2,1,
X,2,5,15,1,1,0,0,1,
X,1,-3,-5,-7,-3,-2,-1,-1,
X,3,-2,-1,2,-2,-1,1,0,
X,-2,3,3,4,2,-3,0,1,
X,-1,-5,4,-6,-3,-2,-2,0,
X,1,4,14,4,1,-1,-1,-1,
X,3,-1,1,1,0,-1,2,0,
X,3,-1,-4,0,-2,-2,-2,-1,
X,-7,-1,-2,-7,2,4,1,-5,
X,-4,-2,-10,1,0,-1,0,-1,
X,2,-1,-5,-8,2,-1,0,0,
X,-3,4,4,-3,-2,0,-4,-1,
X,0,0,-22,-5,0,-1,0,1,
X,4,2,-1,-2,-3,-3,0,0,
X,-3,-1,1,1,0,-2,0,-1,
X,-2,0,4,2,0,1,0,-1,
X,2,1,9,0,-1,-2,-1,1,
X,-3,-4,-20,-8,-3,-4,-1,-1,
X,6,3,-2,0,-1,-2,-1,2,
X,0,1,-8,0,3,2,0,0,
X,3,-1,-13,-10,-4,-3,0,2,
X,1,3,14,1,-1,-2,-1,1,
X,4,-1,15,4,-1,-1,-2,0,
X,-9,-1,24,10,0,-1,-2,-3,
X,9,3,-9,0,-2,-4,-1,1,
X,1,34,-7,-1,-1,-1,0,0,
X,5,-7,2,3,3,-1,0,0,
X,-3,-6,2,2,-1,2,-1,0,
X,-7,-5,7,0,3,2,0,0,
X,5,1,16,5,-1,-1,-2,0,
X,-5,1,10,3,4,5,2,-3,
X,2,1,11,-7,-3,-2,-2,0,
X,1,-8,-5,-5,-2,0,0,1,
X,-8,-12,-40,-12,-1,-3,0,-2,
X,2,-1,-3,1,0,3,1,1,
X,2,-4,6,1,1,-1,-2,0,
X,3,-2,-7,-3,1,5,0,-1,
X,2,6,32,10,1,-2,-2,2,
X,0,0,9,5,4,2,-1,-1,
X,0,3,-3,1,-1,-4,-1,-1,
X,-10,-3,-3,4,0,0,-2,-2,
X,-1,-1,-4,-2,0,-3,0,-2,
X,-4,-5,-14,-6,-2,-3,-1,0,
X,1,0,-2,2,-1,0,2,-2,
X,-5,-1,1,-1,-1,-1,-1,0,
