X,4,5,-1,-8,-2,-3,3,0
X,-2,5,13,-2,4,4,-1,-1
X,2,-5,-1,-6,-2,-1,0,0
X,3,-12,-1,0,-1,-1,-2,-1
X,-3,5,-4,-1,0,-1,-1,1
X,-4,1,-10,-7,1,3,0,1
X,-3,-14,8,-1,-2,0,0,0
X,-2,2,7,0,-1,1,-1,0
X,1,5,-2,1,3,1,3,0
X,1,-7,-17,1,3,-6,-1,0
X,2,1,5,-2,2,1,0,0
X,-1,-1,4,6,-3,1,-3,-3
X,-2,-5,-8,-3,-1,-2,0,2
X,-3,-3,7,1,-1,-6,-1,-3
X,-2,1,2,-2,0,1,0,-1
X,1,-4,2,-8,3,2,-4,-1
X,-1,3,-2,-3,-1,0,0,-2
X,-9,-14,-4,-3,-2,-1,-2,-1
X,0,-9,-1,-3,-7,-2,-2,0
X,1,1,3,-4,3,-1,0,0
X,-1,0,3,-1,-3,0,-4,-1
X,1,5,1,-1,-3,1,0,0
X,1,0,5,-7,-4,-2,-1,0
X,-1,-1,-4,-1,1,-2,-2,0
X,0,5,0,2,-1,3,5,-4
X,2,-6,4,0,-4,-4,-3,0
X,1,4,1,6,0,-5,-17,0
X,-3,2,-1,1,-2,-4,-2,-1
X,0,2,1,-7,-3,-1,2,0
X,-9,-4,0,-2,-1,0,10,0
X,0,0,0,1,2,0,0,0
X,-7,2,1,-14,2,1,-1,0
X,-2,-13,1,1,1,1,1,0
X,-8,-8,-2,-2,-4,-3,-1,-2
X,4,6,1,-1,3,3,1,1
X,-4,-4,-9,-5,-1,1,-3,-3
X,5,9,1,7,1,0,-1,2
X,2,6,-2,-1,3,1,-1,0
X,1,3,7,0,-1,-2,-1,0
X,1,-5,-6,-9,4,2,-2,-1
X,0,-6,-4,-4,-1,-2,0,-1
X,-1,-5,4,-1,-4,4,0,1
X,1,3,-1,3,-1,0,1,1
X,2,4,-4,-2,-1,-4,0,1
X,1,-5,-3,-2,0,-2,0,0
X,-1,6,5,-4,-5,-2,-2,0
X,-1,2,5,1,-1,-2,-2,1
X,0,-1,2,-2,1,0,0,1
X,3,-7,-3,-4,0,4,3,-1
X,-3,-8,-11,-1,0,4,1,-1
X,-4,2,0,1,-1,0,-3,0
X,3,-2,-1,-2,0,-3,0,1
X,-3,-3,-1,2,1,4,2,1
X,2,6,8,1,1,-8,-1,-1
X,2,3,1,-2,2,-1,0,0
X,2,-5,1,3,1,-11,-1,-1
X,-3,-6,2,1,1,-2,-2,-1
X,0,1,-2,-2,-2,1,0,-1
X,2,-6,0,0,3,1,1,0
X,3,-10,-2,0,-3,-4,0,-1
X,-3,3,0,-2,2,1,3,-3
X,-2,-1,0,0,1,0,-1,0
X,-1,2,-10,-1,4,4,2,0
X,0,-7,-4,-3,-2,-1,-1,-2
X,-7,-4,0,-8,-5,-3,1,0
X,1,-3,7,0,3,1,-1,-2
X,2,3,2,0,0,5,3,0
X,0,6,-1,-2,0,0,-2,0
X,-2,-5,4,-2,0,2,0,-3
X,-2,-6,-3,2,-3,2,-3,-2
X,-2,1,4,-1,0,1,2,0
X,-2,2,-2,-3,-2,-2,-1,1
X,0,4,9,1,-1,-1,-1,1
X,0,3,1,-1,-1,2,1,-1
X,1,3,2,-1,-3,-1,-1,-2
X,-4,-7,-8,-1,-1,0,-1,-2
X,1,4,0,-3,1,-2,-2,-1
X,2,-5,-3,1,-1,1,-3,-1
X,-2,-2,0,-1,-1,1,-1,0
X,-3,-5,0,-1,-2,2,-1,0
X,-2,1,3,1,0,2,0,-1
X,1,0,-5,-3,2,-1,-1,-2
X,-1,-1,-6,1,0,-1,0,0
X,-2,-1,-1,1,1,-2,-2,-1
X,1,5,9,1,2,0,2,-1
X,2,4,-1,-2,-3,-1,-1,0
X,2,1,7,2,-2,-1,1,0
X,3,9,0,1,1,2,0,0
X,4,-5,0,-2,1,2,1,1
X,0,0,1,-2,-4,-2,0,-2
X,-3,-8,-3,0,1,-1,0,1
X,-2,-4,-1,0,2,-1,-1,-2
X,2,10,-1,-2,-1,3,1,1
X,-3,-2,2,0,0,-1,0,0
X,3,6,1,0,0,3,1,2
X,4,3,0,1,-2,-4,-1,1
X,0,7,1,-3,-3,0,-1,1
X,-5,-2,0,-3,0,-5,0,0
X,2,1,-2,1,-2,0,0,0
X,0,-2,-3,0,-1,1,-1,0
X,0,-1,-6,2,-2,0,-1,-1
