64361108050,-1,3,5,0,-1,-4,-2,-2
64361108050,-2,-3,-4,1,5,5,-1,-1
64361108676,12,9,0,-3,-17,-43,-5,-10
64361108676,-11,-3,-1,-2,-1,3,-4,1
64361109505,0,-4,-6,-2,-4,3,6,2
64361109505,-3,-6,-2,-2,-1,-4,1,-4
64361110314,4,4,2,0,2,11,-3,0
64361110314,-1,2,-1,0,0,-12,-5,2
64361115332,-7,-2,1,0,0,8,0,-14
64361115332,5,5,2,-2,4,7,-4,2
64361121070,-8,-9,-4,1,3,4,5,4
64361121070,-4,2,-8,-7,-11,-10,-5,-10
64361136817,0,8,4,1,8,11,0,6
64361136817,-2,-16,-4,-1,-3,1,2,2
64361144754,-10,-3,-3,0,6,12,-2,-7
64361144754,5,8,3,1,2,5,3,6
64361151046,-2,-17,-5,-1,-5,-14,-5,-4
64361151046,-2,25,4,-1,-1,2,-1,-5
64361174530,-1,-17,-6,-2,-1,-1,0,7
64361174530,1,7,10,3,-1,1,0,-12
64361212630,4,-1,-3,-6,-11,-18,-6,-1
64361212630,-1,-11,-7,0,3,3,2,3
64361213679,1,7,5,0,1,-3,0,1
64361213679,-4,4,5,0,5,8,3,1
64361214233,10,-2,0,3,2,-1,-4,1
64361214233,-6,-3,-2,0,-1,5,-5,-5
64361215062,2,-9,-7,-2,-7,-9,-5,0
64361215062,-4,5,3,-2,4,4,-2,-13
64361225661,-1,0,0,0,-3,1,1,4
64361225661,1,19,1,-2,-3,-6,-1,9
64361233928,-6,-33,-6,0,7,14,-5,-6
64361233928,0,3,-10,-3,-13,-16,3,-1
64361240695,-8,-12,-1,-3,2,2,-3,-6
64361240695,-4,1,2,-1,1,0,-3,-12
64361256420,2,9,-3,-1,-4,-7,0,2
64361256420,2,-5,-5,0,1,3,-3,3
64361263292,-9,-4,-6,0,0,1,-4,-4
64361263292,1,2,8,-1,-4,-1,7,1
64361278359,1,-4,-1,-2,-3,-9,-4,-4
64361278359,-12,-10,-3,-1,-1,0,2,3
64361287199,0,-2,-4,0,-4,-8,-3,-1
64361287199,-1,-6,-5,-2,0,0,2,-3
64361302046,1,25,11,-1,1,9,-2,-6
64361302046,-8,-23,-6,-1,-4,-1,2,0
64361303584,-1,3,-1,-3,1,0,6,-2
64361303584,-5,-5,-2,-1,-3,-4,-12,-7
64361324744,2,-3,-3,1,1,9,8,0
64361324744,4,6,0,-1,-4,-4,1,1
64361326184,-2,6,3,-1,-1,-1,10,4
64361326184,3,-4,-3,-1,-1,0,-2,-1
64361338164,-1,-1,0,0,0,0,1,3
64361338164,2,0,6,0,1,-3,-6,-2
64361347180,-1,0,0,-3,-2,-2,-4,0
64361347180,1,5,-4,-1,-1,-1,-2,2
64361362076,-1,-5,-9,0,-1,-5,2,0
64361362076,1,11,12,4,8,12,0,2
64361363645,7,2,-2,-3,-11,-14,-1,-1
64361363645,-1,-4,-2,0,-3,-8,-1,0
64361384732,-4,-3,-1,0,1,-5,-5,-3
64361384732,0,-5,-5,0,-1,5,-5,-2
64361386214,-1,10,0,0,5,16,7,7
64361386214,1,-1,8,1,0,-3,-5,-6
64361398169,-4,-6,-6,-2,-5,-3,4,12
64361398169,4,2,-2,-1,1,-2,-2,-3
64361407207,-1,1,1,0,2,-4,-14,-2
64361407207,-1,-5,-4,-8,-10,-2,9,0
64361422097,-1,4,2,-1,4,-3,0,-3
64361422097,2,0,-1,2,-3,-16,-8,1
64361423711,-2,-5,-2,-3,3,8,9,-3
64361423711,-1,-4,-5,-11,-12,-18,-13,1
64361444577,-2,0,-3,-16,-6,5,-2,-5
64361444577,1,2,5,12,-2,-4,-17,-3
64361446169,-3,-8,-8,-14,-3,-5,22,-4
64361446169,1,5,19,53,28,10,7,6
64361458190,1,4,-6,-13,-15,-5,-6,0
64361458190,1,-2,-3,-4,4,-18,-23,-3
64361467231,-2,1,5,10,-3,4,1,-6
64361467231,-2,-4,-11,-20,-1,-14,-3,-1
64361482248,-1,0,2,-2,-7,-10,-24,-3
64361482248,-1,-3,-4,-2,3,25,44,5
64361483684,1,-1,2,5,0,-4,-22,0
64361483684,-2,-1,-5,-7,2,9,23,-5
64361504593,0,-2,-1,-3,-8,-11,-10,-4
64361504593,0,1,1,5,5,6,-6,0
64361506176,-1,1,1,-5,-15,-10,-7,-1
64361506176,-3,-3,-9,-18,-9,15,3,0
64361527124,-3,-3,-6,-6,6,-11,-3,-4
64361527124,2,1,0,23,27,-9,-17,2
64361528695,4,5,21,73,50,40,46,7
64361528695,1,5,11,15,10,16,-7,-2
64361541423,-1,-1,0,-13,-7,-6,8,-1
64361541423,-2,2,4,5,1,3,-11,-2
64361548318,-3,-7,-10,-21,-11,-20,-20,-2
64361548318,-1,-5,-11,-24,-26,8,24,0
64361564674,0,1,-3,0,-4,12,6,1
64361564674,0,-1,-1,-5,5,-1,-3,-7
64361566159,-3,-1,-4,-17,-22,-20,-29,-6
64361566159,2,-1,-2,-2,-8,-17,27,4
64361586305,0,1,5,4,-5,-7,-7,0
64361586305,-3,-6,-11,-30,-31,6,3,-4
64361594665,-1,-2,-13,-26,22,29,-5,-4
64361594665,1,6,16,25,3,-30,-33,-3
64361601499,-1,-3,1,12,8,-2,28,2
64361601499,-2,-1,5,8,-3,-6,3,-2
64361608261,0,-2,-11,-41,-33,9,9,2
64361608261,-7,-10,-22,-46,-40,-13,-25,-6
64361624710,-1,2,4,-1,26,17,-1,-3
64361624710,0,7,32,82,43,-15,24,5
64361626219,-1,-4,-9,-29,-22,-34,-45,-7
64361626219,1,0,9,17,21,10,4,9
64361647204,-4,-4,-13,-30,-40,-2,0,-5
64361647204,-5,-7,-23,-51,-49,-5,0,-6
64361648691,-3,0,6,15,21,7,6,-6
64361648691,-1,0,-1,18,-1,-5,-13,-4
64361661910,4,2,5,14,22,12,21,11
64361661910,0,1,0,-7,-2,-1,-24,-4
64361668300,1,-2,-6,-20,-65,2,27,10
64361668300,1,-1,1,6,48,-2,-9,-2
64361684526,0,1,-3,-12,-11,13,12,4
64361684526,0,3,9,38,46,-15,7,2
64361686153,1,4,18,33,16,-10,-13,-12
64361686153,1,2,-5,-22,-36,15,5,0
64361707057,-4,-6,0,5,7,-7,-20,-4
64361707057,-1,-5,-11,-24,-17,-5,-3,1
64361708679,-10,-9,-16,-22,-4,7,1,-12
64361708679,1,2,24,57,30,-21,-7,4
64361720673,-3,0,-3,-1,4,-6,-6,-6
64361720673,3,12,-11,-29,-13,20,10,6
64361729703,0,-10,-2,6,17,-6,14,7
64361729703,-3,-6,-5,-10,-24,1,-14,-5
64361744769,-1,-2,7,10,-3,-12,-18,-2
64361744769,-4,0,-6,-10,-12,-7,1,-3
64361746158,0,4,-3,5,15,38,15,-2
64361746158,1,1,-3,-3,11,-4,36,6
64361767164,2,3,-5,-15,-23,1,-24,-2
64361767164,1,7,2,19,14,-28,-13,-8
64361768587,-2,-16,1,15,25,14,4,7
64361768587,5,-4,-14,-25,-23,11,5,8
64361780826,-6,9,12,11,-3,-6,6,-7
