60989835458,-3,0,1,-1,0,0,-1,-2
60989835458,-1,-3,-3,-2,1,0,-3,0
60989839637,-1,1,0,-1,-2,-2,-3,1
60989839637,1,-1,1,-2,1,0,-1,-2
60989840342,2,0,0,0,1,0,-4,1
60989840342,-2,-1,0,-2,1,0,0,1
60989841129,0,-2,-4,-2,-2,-1,0,-4
60989841129,1,0,-4,1,-1,-1,2,0
60989846815,-2,-3,-1,1,-2,-2,0,0
60989846815,-3,0,2,-2,-3,-1,0,4
60989853931,0,0,1,0,-3,-1,-2,0
60989853931,-1,0,1,-1,-2,-1,-3,-1
60989861784,1,3,1,-3,0,1,-1,1
60989861784,1,3,-3,0,1,1,0,-4
60989875460,0,-3,-2,-5,-1,0,-2,2
60989875460,-2,-1,0,-1,-1,1,0,1
60989886848,-2,-3,0,-2,-1,-3,0,-9
60989886848,-1,-1,0,-3,-3,-3,-1,4
60989906894,-1,0,-1,0,1,-3,-2,3
60989906894,-4,-1,-4,-2,-4,-4,-4,-4
60989908349,0,-2,-2,-1,0,-1,2,0
60989908349,1,-2,-1,0,-2,-1,0,-1
60989953546,0,-2,-1,-1,-2,-3,-2,4
60989953546,-1,-1,-2,-3,1,1,-1,-1
60989954375,1,-1,-2,0,-2,1,-1,-2
60989954375,0,-2,-3,-1,-1,-1,-1,-4
60989955193,1,-1,-2,0,-1,-1,1,-3
60989955193,-1,-1,-1,-1,-4,-2,0,-2
60989957734,1,-1,0,-3,-1,-2,-3,-1
60989957734,-2,-2,0,-1,0,-1,-1,-1
60989966601,-1,-1,-2,0,-2,-1,0,0
60989966601,-3,-2,-2,-3,2,-2,0,-13
60989972777,2,-1,-2,1,2,-1,2,14
60989972777,1,-2,-3,0,-4,-2,0,2
60989981603,-1,-1,0,-2,-1,-1,-3,-1
60989981603,2,-1,1,-3,-2,0,0,3
60989995210,0,-1,-1,-3,-2,2,-2,-3
60989995210,1,1,0,-1,0,-2,2,1
60990004112,-1,0,1,1,0,0,-3,1
60990004112,-1,-1,2,3,-1,-1,-3,-2
60990026519,0,0,-2,1,-3,-3,-1,0
60990026519,0,1,-5,-2,-1,-3,-3,3
60990028122,2,0,-6,-3,1,-2,-4,-4
60990028122,0,-2,-4,-2,-3,-5,-4,2
60990040952,-3,-4,-1,-2,-2,-1,-2,-5
60990040952,-3,-4,1,-2,-1,1,1,-3
60990047713,-2,-4,0,0,-2,0,-1,1
60990047713,-2,1,-2,1,-2,-1,-1,0
60990064049,0,-1,-2,0,-2,-2,0,-1
60990064049,0,-1,-3,-2,-2,-2,-1,-3
60990065577,-2,-3,-1,-3,2,-2,3,-8
60990065577,-1,-3,0,-1,-1,-3,2,1
60990086781,-5,-4,2,-4,-1,-1,0,-7
60990086781,-3,-1,2,-1,-2,-4,-3,0
60990088097,-2,-2,-1,-2,-2,0,-2,0
60990088097,-1,-2,-4,1,-1,-2,-1,-1
60990100940,-2,0,-5,-1,-1,-2,0,-3
60990100940,-2,-2,-1,-2,-3,-1,1,-4
60990107729,-1,0,0,-1,-1,1,1,-2
60990107729,-2,1,-3,-1,-1,-2,1,-3
60990124154,-3,0,-4,1,1,-2,-2,-2
60990124154,-5,0,-1,2,-2,-2,-1,-5
60990125645,-5,-2,-2,0,-4,-1,-3,-3
