-1,-2,-2,0,-1,-2,0,0
-3,-3,-4,-2,-2,-2,-1,-2
-2,-4,-2,-2,-3,-3,-2,-1
-3,-4,-4,-1,-2,0,-1,-2
-1,-1,-2,0,-1,8,-2,-2
-2,-2,-1,-1,-3,-25,-5,-2
-2,-2,-1,-2,-1,3,0,1
-1,-2,-3,0,-4,-1,-1,-1
-2,-2,-2,-1,-1,-3,0,-2
-1,-1,-3,-1,-1,4,-1,-1
-1,-2,0,0,-1,-2,-2,-2
-1,-1,0,-2,-2,-3,-1,1
-1,-1,1,-3,0,-3,1,0
-1,0,0,-1,0,2,2,-1
0,-1,-2,-2,-1,-3,-1,0
-2,1,-2,0,1,0,0,-1
-2,0,-2,0,-2,0,-3,-1
0,-1,0,0,0,3,-1,-1
-1,0,-1,-2,-2,0,-1,-1
0,-2,-1,0,0,-4,-1,-2
-1,-1,-2,-3,-1,-2,-2,-2
1,-2,-2,-2,-1,1,0,-1
-2,0,-1,-1,-1,-2,-1,1
0,0,-2,0,0,-2,-1,-1
0,-1,-1,-1,-1,-2,-2,-2
-1,-1,-1,-1,-1,-3,0,-2
0,-2,-1,-1,-1,-1,1,-2
-2,-1,0,-2,-2,-1,1,0
-3,-1,0,-1,0,-1,1,1
-3,-3,-3,-1,-3,-1,-3,-3
-2,-2,-2,-3,-3,-11,-2,-2
-3,-2,-1,-2,-2,-4,-3,0
-2,-3,-3,0,-2,4,-3,-1
-3,-3,-2,-1,-3,-4,-1,-2
-1,-2,-1,0,-1,6,0,-2
-1,-1,-2,-2,-1,-1,-1,1
0,1,-3,-3,-2,-4,0,-2
0,-1,-1,0,-3,2,-3,-1
-2,0,-3,0,-1,-2,-2,-1
-1,-2,-4,1,-1,0,1,-2
-1,-3,-1,-1,-1,1,0,-2
1,-1,-1,-3,0,-5,-1,-1
0,-1,-2,-1,-1,2,0,-2
-1,-1,-1,-1,-1,-4,-1,-2
-2,-2,-2,-1,-1,1,0,-1
0,-1,-2,0,0,-5,-2,0
-2,-3,-1,-1,-1,-4,-2,-2
-1,-2,-1,0,-3,6,-1,-1
-1,0,0,-1,-2,-4,-1,-2
-3,0,-1,-2,-2,1,0,0
-1,0,-2,0,1,2,-2,-1
-1,0,-2,-1,-1,0,1,-3
0,0,-3,0,-3,-2,-2,-1
-1,0,-1,0,-4,-1,0,-2
0,-1,-2,-1,-2,7,0,-3
1,-2,0,-2,-2,-4,-3,-2
0,-3,-2,-1,0,1,0,-2
1,-2,-3,-1,0,2,2,1
-3,-3,-2,-1,1,11,3,1
-1,2,2,1,0,-6,2,1
2,2,1,1,1,3,-2,0
1,2,0,-1,1,-1,-1,0
2,2,0,-2,-1,1,1,-2
-1,-1,-2,-2,0,3,0,1
0,-1,0,-1,-1,-9,-2,-1
-2,-1,-2,-1,1,8,0,1
0,1,0,-1,-2,-5,-1,1
-2,-1,-1,-3,-2,0,-1,-2
-2,0,-3,0,-1,-8,1,1
1,0,-1,-2,-2,3,0,-1
-1,0,0,-1,-1,-1,-2,-1
0,-1,-1,0,0,-4,-2,-4
-2,-1,-2,0,-1,8,-2,-1
-1,-1,-1,0,-1,-4,-1,-2
-1,-1,-1,0,-3,-3,0,0
-1,-1,0,-1,-1,1,-2,-1
-2,-1,0,-1,-1,-2,0,-1
-1,-2,1,-1,2,-1,0,-1
1,-2,0,-2,-1,-5,-3,-2
0,-3,-1,-2,-1,0,-1,0
0,0,-1,0,-1,0,0,-1
-1,-1,-2,-3,-2,-2,-3,0
-1,-2,0,-1,-2,-3,-2,-2
-2,-1,-3,-1,0,4,-1,-2
-1,0,1,-1,-1,-1,-1,-1
0,-1,-1,-2,-1,-2,0,-1
0,-1,0,0,-1,-4,0,-1
-1,-1,-1,-2,-1,-4,-1,-2
0,-2,-1,-2,-2,-1,-2,-2
-3,-1,-1,0,1,11,-2,-2
-1,-2,0,0,-1,-15,-1,-2
1,0,0,-1,-1,5,-1,-1
0,-1,-1,-1,-1,-2,0,-2
-1,0,0,0,-1,2,-1,1
0,-2,-2,-2,-2,-1,-1,-1
-2,-2,-1,-1,-1,-9,-1,-1
-3,-3,-1,-2,-3,15,-1,-2
0,-2,-1,0,-2,-9,-2,-1
-1,-1,0,0,0,1,1,-1
1,0,-1,0,0,-8,-2,-1
1,-1,-1,-1,0,-4,-3,1
-2,-1,0,-1,0,-3,0,0
-3,-2,-3,-1,-1,3,-2,0
-2,-1,-2,-1,-2,1,-1,0
-2,-2,-4,-2,0,-5,0,-1
-2,-1,0,-1,-2,0,0,-1
0,2,1,0,1,2,1,0
-1,-2,-1,-1,0,1,-1,-1
-1,-1,2,0,1,-3,-1,-5
1,-1,-1,0,-1,-4,0,-3
-2,0,0,-1,0,-6,-3,-2
-2,-1,-1,-2,-2,7,1,-1
0,-2,-1,-1,-1,-1,0,-1
-1,-3,-1,-2,-2,7,1,-2
-1,-2,-2,-2,-3,-22,-6,0
2,1,0,-3,-2,-8,-3,0
1,1,-1,-1,1,8,6,3
1,2,1,-1,0,5,-16,-4
0,0,-2,-1,-4,0,-3,1
-2,-3,-1,1,-3,3,1,0
-5,-2,-2,-1,-3,-12,-5,-4
-1,0,-1,0,-1,-7,2,-2
-3,-1,-1,-1,2,12,-2,-1
-1,-2,-1,0,0,-3,-9,0
5,2,1,0,-2,3,-9,3
0,0,-1,-1,0,-3,0,0
-4,-3,0,-2,-2,-4,27,-4
-4,-2,-2,-2,1,7,-18,-2
-1,1,-1,0,-2,-4,-17,-5
2,0,0,-1,-1,-5,-11,6
3,1,-1,-1,1,6,9,4
-1,-1,-1,-1,-2,-10,7,-5
0,-2,-3,-1,0,2,-9,0
6,-4,-3,-1,-1,-9,0,4
-8,-1,-2,-3,-2,11,25,-8
-11,-2,-2,-1,-2,1,-42,-6
0,-1,1,-3,-3,-8,1,3
2,2,1,0,0,1,17,-4
5,0,0,0,0,-10,-42,3
2,0,-2,1,0,8,13,0
-13,-4,-3,0,-4,-4,5,-6
5,0,-2,-1,0,2,5,7
3,-2,1,1,-4,-9,8,-4
-5,3,-2,-1,1,1,20,-4
2,-1,1,1,2,-11,-27,4
1,0,-2,-3,-5,0,-45,-7
-4,1,0,0,3,4,9,-2
-4,-3,-2,-3,-1,-3,18,11
1,1,0,-1,2,4,33,-1
-11,-6,-4,-1,1,-4,-24,-8
5,-1,-1,0,0,5,-4,3
7,2,0,0,-5,-6,-27,-3
-3,2,-1,-2,1,13,21,1
-3,-1,1,-1,1,-8,24,-4
-7,-5,-5,-3,-3,7,18,-9
7,2,1,0,0,-6,0,11
1,-3,-3,-2,-1,-5,12,-5
0,2,0,0,-1,-1,21,4
-12,-6,-2,-3,1,16,7,-5
-8,-6,-2,-2,-1,-7,-34,-12
2,7,0,2,5,-6,5,-3
6,1,-2,-1,-15,2,-8,1
-4,-3,0,0,6,-7,15,3
-2,-1,-1,-2,-10,15,-10,2
-9,-5,-1,-2,0,2,-13,-15
-8,-5,-1,0,6,7,57,7
9,7,1,0,-2,-11,-62,-16
2,-1,-2,0,-1,-8,15,2
-1,-4,-2,-2,2,10,7,2
-4,-1,-1,0,-2,-1,14,-1
-7,-3,-3,-2,-3,18,-33,11
-7,-1,-1,0,3,-40,-6,-27
-1,3,-1,-3,-5,-11,-24,10
7,-1,-1,0,-9,0,16,5
6,3,0,-2,-8,18,-19,7
-2,1,-1,0,0,-3,7,-14
2,-2,2,1,0,1,-2,8
-7,1,-1,0,8,-11,-18,-10
-2,-3,-1,-1,4,-9,3,-4
6,-1,0,-2,-17,12,7,9
-9,-6,-5,-3,-1,-12,11,-9
0,1,-2,-1,4,19,5,-3
1,-2,-1,0,-3,-13,-8,2
2,3,-2,-1,5,6,50,10
2,2,0,-2,-6,-7,-35,-7
-10,-5,-2,-3,-1,-7,-14,0
13,3,0,1,2,1,1,-8
-4,-2,0,-1,1,3,7,6
5,-1,-1,0,-7,3,8,1
-10,-2,-3,0,5,-5,-5,-3
1,-2,-1,-1,7,1,6,-1
4,1,1,-3,-10,-14,-12,15
6,-1,0,-2,4,50,18,-6
-1,0,1,-1,-10,-41,-47,-14
-7,1,-4,-1,9,4,61,5
-8,-4,2,3,4,3,5,-7
4,-2,-2,-2,-1,-12,-25,-1
-3,1,-1,-1,5,17,-5,5
4,3,2,-3,-5,-2,19,2
1,2,-1,-1,-11,0,-5,-1
-3,-2,-2,-5,-1,-11,15,0
-3,-5,0,0,1,4,-20,-2
-10,-4,-3,-2,-1,-8,10,-1
7,1,-1,-1,8,9,-30,-6
3,2,2,1,-7,-11,-39,4
12,4,2,0,-2,9,0,2
-9,-5,-4,-1,-7,-15,37,-5
0,-2,-4,0,7,9,-62,-7
-5,-4,-2,0,-3,-5,29,4
2,2,-2,-1,6,22,9,-1
-1,-2,1,-4,-24,-15,-22,4
-2,-2,-2,-1,2,1,33,-5
0,0,-2,-6,-8,-2,-17,0
1,3,0,-1,0,9,18,5
1,0,-1,3,12,-13,-13,-2
-1,-2,-2,-1,-7,-5,9,-1
-5,-1,0,1,1,-3,-1,3
-2,-1,-3,-3,-4,-12,9,-3
5,0,0,-1,0,28,2,2
-7,-4,-2,0,11,-17,-20,-5
3,3,0,-1,-9,8,25,2
-2,-3,0,-1,5,-3,8,1
1,1,1,0,-9,0,14,1
-4,-3,-2,-2,5,-6,-36,-8
-5,-5,-4,1,2,-7,18,0
-4,-2,0,2,6,5,-16,3
-4,-2,-3,-1,-7,-14,15,-1
3,5,3,-1,14,23,80,7
1,0,-2,-5,-7,-17,-91,-6
-6,-2,-2,0,-2,-15,-3,-3
0,-2,1,1,11,20,-55,-1
0,0,0,1,4,27,62,9
-2,0,1,6,17,-16,22,-1
-2,-1,-2,-3,-13,13,7,-3
0,-1,-2,-8,-9,-16,-46,2
2,0,0,-2,-6,-31,13,1
3,1,1,0,2,47,38,9
-4,-2,2,3,18,2,-29,-8
-5,-5,-2,-3,-14,-30,-3,-4
7,2,1,-1,-2,13,8,13
-9,-5,-2,1,20,-18,-38,-19
-1,-2,-2,-2,-7,-6,2,-1
3,2,-1,4,3,23,-19,6
-4,-2,-2,-1,-16,-5,47,-7
-4,-2,-3,-6,-6,-3,-7,0
3,1,-1,-2,0,-5,17,0
-3,0,1,0,19,-3,19,-10
2,-4,0,-4,-18,5,12,11
2,3,3,6,-6,-18,-37,-8
-5,-2,-1,1,-6,-56,-5,0
3,0,-3,-3,7,62,49,4
-2,2,2,3,-2,-21,-70,-7
3,-1,-4,-2,14,17,44,6
-4,1,-1,-8,-26,-29,-37,-9
-1,-15,-1,3,-5,14,69,9
-11,13,-1,-6,2,-25,-54,-29
4,-4,-4,3,5,-2,7,14
-2,0,-2,1,9,40,75,7
-4,-2,-5,-22,-12,-45,-101,-17
2,-1,2,9,7,8,31,11
-1,-2,4,15,14,8,54,-2
1,-6,0,-8,-18,4,21,-4
4,7,2,0,9,-2,-17,-1
1,-2,-2,-13,-4,-7,-9,3
-6,-2,3,3,-4,16,18,5
3,-2,-3,-7,-3,-16,-60,-8
-4,-1,-3,4,2,-14,-67,-10
1,0,-2,0,1,-7,-18,2
1,-1,-4,-6,-3,13,35,3
-4,-3,1,5,-2,3,-2,-10
0,6,-3,-19,3,-9,-4,5
-5,-12,-3,19,0,5,36,-3
-2,0,1,-8,-16,-23,-78,-10
3,-1,-1,3,7,9,53,19
-5,-1,1,5,-1,-10,-26,-13
-1,-5,-3,-9,0,18,-29,1
-3,-1,-5,-12,-27,-5,65,0
0,5,2,11,12,7,-49,0
0,-2,-2,6,-2,-12,29,10
-7,-6,0,-3,-15,12,-32,-12
-2,-1,-6,-16,4,3,-11,-3
2,1,-4,-5,5,10,-14,0
1,0,3,7,-20,1,55,7
-1,0,0,-1,15,4,-50,-4
